cod_provin;provincia;cod_canton;canton;16/04/2020;18/04/2020;19/04/2020;20/04/2020;21/04/2020;22/04/2020;23/04/2020;24/04/2020;25/04/2020;26/04/2020;27/04/2020;28/04/2020;29/04/2020;30/04/2020;01/05/2020;02/05/2020;03/05/2020;04/05/2020;05/05/2020;06/05/2020;07/05/2020;08/05/2020;09/05/2020;10/05/2020;11/05/2020;12/05/2020;13/05/2020;14/05/2020;15/05/2020;16/05/2020;17/05/2020;18/05/2020;19/05/2020;20/05/2020;21/05/2020;22/05/2020;23/05/2020;24/05/2020;25/05/2020;26/05/2020;27/05/2020;28/05/2020;29/05/2020;30/05/2020;31/05/2020;01/06/2020;02/06/2020;03/06/2020;04/06/2020;05/06/2020;06/06/2020;07/06/2020;08/06/2020;09/06/2020;10/06/2020;11/06/2020;12/06/2020;13/06/2020;14/06/2020;15/06/2020;16/06/2020;17/06/2020;18/06/2020;19/06/2020;20/06/2020;21/06/2020;22/06/2020;23/06/2020;24/06/2020;25/06/2020;26/06/2020;27/06/2020;28/06/2020;29/06/2020;30/06/2020;01/07/2020;02/07/2020;03/07/2020;04/07/2020;05/07/2020;06/07/2020;07/07/2020;08/07/2020;09/07/2020;10/07/2020;11/07/2020;12/07/2020;13/07/2020;14/07/2020;15/07/2020;16/07/2020;17/07/2020;18/07/2020;19/07/2020;20/07/2020;21/07/2020;22/07/2020;23/07/2020;24/07/2020;25/07/2020;26/07/2020;27/07/2020;28/07/2020;29/07/2020;30/07/2020;31/07/2020;01/08/2020;02/08/2020;03/08/2020;04/08/2020;05/08/2020;06/08/2020;07/08/2020;08/08/2020;09/08/2020;10/08/2020;11/08/2020;12/08/2020;13/08/2020;14/08/2020;15/08/2020;16/08/2020;17/08/2020;18/08/2020;19/08/2020;20/08/2020;21/08/2020;22/08/2020;23/08/2020;24/08/2020;25/08/2020;26/08/2020;27/08/2020;28/08/2020;29/08/2020;30/08/2020;31/08/2020;01/09/2020;02/09/2020;03/09/2020;04/09/2020;05/09/2020;06/09/2020;07/09/2020;08/09/2020;09/09/2020;10/09/2020;11/09/2020;12/09/2020;13/09/2020;14/09/2020;15/09/2020;16/09/2020;17/09/2020;18/09/2020;19/09/2020;20/09/2020;21/09/2020;22/09/2020;23/09/2020;24/09/2020;25/09/2020;26/09/2020;27/09/2020;28/09/2020;29/09/2020;30/09/2020;01/10/2020;02/10/2020;03/10/2020;04/10/2020;05/10/2020;06/10/2020;07/10/2020;08/10/2020;09/10/2020;10/10/2020;11/10/2020;12/10/2020;13/10/2020;14/10/2020;15/10/2020;16/10/2020;17/10/2020;18/10/2020;19/10/2020;20/10/2020;21/10/2020;22/10/2020;23/10/2020;24/10/2020;25/10/2020;26/10/2020;27/10/2020;28/10/2020;29/10/2020;30/10/2020;31/10/2020;01/11/2020;02/11/2020;03/11/2020;04/11/2020;05/11/2020;06/11/2020;07/11/2020;08/11/2020;09/11/2020;10/11/2020;11/11/2020;12/11/2020;13/11/2020;14/11/2020;15/11/2020;16/11/2020;17/11/2020;18/11/2020;19/11/2020;20/11/2020;21/11/2020;22/11/2020;23/11/2020;24/11/2020;25/11/2020;26/11/2020;27/11/2020;28/11/2020;29/11/2020;30/11/2020;01/12/2020;02/12/2020;03/12/2020;04/12/2020
1;San José;113;Tibás;1;1;1;1;3;3;4;6;8;8;8;8;8;9;10;11;11;11;11;11;12;12;12;12;12;12;12;14;14;14;15;15;15;15;15;15;15;18;19;19;19;19;19;19;20;20;20;20;20;22;22;22;22;22;22;22;22;22;22;22;22;18;18;18;18;18;18;18;18;18;21;22;22;22;23;23;23;23;23;23;23;23;32;32;32;35;35;35;37;46;46;52;52;52;52;52;53;53;53;55;56;56;56;56;57;57;57;57;57;152;152;153;153;153;153;153;154;154;154;155;155;155;155;155;155;155;155;155;155;270;284;286;368;376;417;419;419;425;432;438;441;441;442;463;466;467;469;469;469;469;469;469;474;501;496;496;498;501;503;504;504;506;510;513;531;560;756;795;855;951;1056;1122;1122;1118;1123;1123;1123;1124;1124;1125;1126;1141;1142;1144;1144;1154;1157;1162;1162;1163;1163;1163;1168;1169;1169;1169;1171;1172;1173;1177;1178;1178;1179;1178;1178;1178;1183;1184;1184;1186;1187;1187;1187;1188;1189;1189;1189;1189;1189;1189;1194;1195;1195;1195;1196;1196;1196;1203;1203;1203;1379;1591
1;San José;116;Turrubares;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;11;13;13;13;15;15;19;19;19;19;20;20;20;20;20;20;20;20;21;21;21;21;21;21;21;22;22;22;22;23;23;23;23;23;23;24;24;24;26;26;28;28;29;30;30;30;35;35;35;35;35;35;35;40;40;40;40;43;43;43;43;43;43;43;47;48;48;48;49;49;49;53;53;53;53;53;53;53;57;57;57;57;57;58;58;63;63;63;63;63;63;63;72;72;72;72;72;72;72;76;76;76;78;79
1;San José;111;Vázquez de Coronado;1;1;1;2;3;3;3;3;3;3;3;3;3;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;7;7;7;7;7;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;13;13;13;13;13;13;14;14;14;14;15;15;15;15;15;17;17;17;17;17;18;18;21;21;22;22;22;28;28;28;29;29;29;29;34;34;34;40;40;40;41;41;41;41;43;43;44;44;44;44;45;152;152;152;152;156;156;156;167;180;188;195;198;198;199;201;201;208;212;213;213;278;279;280;306;306;324;332;332;332;333;364;365;366;367;386;389;389;423;424;425;425;425;430;430;473;476;476;476;518;522;522;523;523;523;523;525;526;759;764;791;802;830;843;847;837;920;920;920;922;922;922;922;979;980;981;984;1022;1023;1027;1028;1029;1029;1029;1102;1103;1103;1105;1107;1108;1108;1161;1161;1162;1162;1162;1168;1168;1200;1201;1203;1203;1203;1203;1204;1260;1261;1261;1261;1261;1261;1261;1315;1316;1316;1316;1316;1316;1316;1363;1364;1366;1392;1443
2;Alajuela;201;Alajuela;17;27;33;34;36;42;42;42;45;48;50;51;50;51;52;54;54;55;55;56;57;58;62;63;65;65;67;67;68;70;70;70;70;70;72;72;72;73;73;74;74;74;74;75;77;77;77;78;78;78;78;78;78;79;79;79;81;81;81;81;81;81;81;81;81;81;81;81;82;82;84;85;85;85;85;87;87;88;89;91;91;94;96;97;97;101;105;108;109;116;122;122;122;123;123;127;131;137;139;144;144;149;149;149;160;164;166;168;169;179;189;194;199;205;205;211;214;218;225;231;235;243;250;260;272;287;296;315;328;333;342;360;365;373;383;397;397;407;452;475;483;498;513;517;517;556;589;624;632;633;642;642;645;649;655;657;662;668;714;727;748;764;859;979;1129;1290;1637;1889;2113;2372;2706;2974;2995;2996;3007;3039;3039;3051;3060;3092;3109;3131;3135;3162;3163;3164;3186;3194;3252;3276;3279;3280;3287;3291;3297;3320;3342;3356;3357;3358;3361;3368;3394;3414;3445;3445;3447;3470;3493;3547;3566;3576;3631;3636;3669;3704;3772;3835;3857;3858;3860;3864;3865;3911;3932;3962;3961;3966;3967;3992;4496;5134
2;Alajuela;205;Atenas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10;10;10;10;10;10;10;10;10;10;10;10;10;21;21;22;24;24;24;32;32;33;36;36;36;36;39;39;39;39;39;39;39;39;52;62;66;66;66;66;66;66;79;79;79;79;80;81;81;81;81;82;82;82;82;82;82;82;82;82;82;82;82;82;106;106;106;106;106;106;106;115;117;120;124;127;134;135;137;138;143;148;148;148;149;149;149;149;149;149;149;149;149;150;150;150;150;150;150;150;151;151;151;151;151;151;152;152;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;164;179;183;183;186;186;186;204;235
2;Alajuela;203;Grecia;1;1;2;2;2;2;2;2;2;3;4;4;5;5;5;6;7;10;11;11;11;12;13;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;19;19;19;19;19;19;19;19;18;19;19;19;19;19;19;19;21;22;22;22;22;23;23;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;23;90;120;121;122;130;131;131;131;133;133;133;133;133;133;133;133;133;140;140;140;141;141;141;141;141;141;142;142;143;144;144;144;144;146;146;221;242;245;249;254;256;261;282;313;343;344;345;345;346;346;347;347;348;348;348;348;348;348;350;350;350;350;350;350;350;350;351;351;351;351;351;351;351;351;351;352;353;353;353;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;366;385;385;387;387;388;449;525
2;Alajuela;215;Guatuso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;9;9;22;27;30;30;30;30;30;34;34;59;59;59;59;72;75;82;82;86;86;86;87;87;87;87;87;87;87;89;89;89;89;91;91;91;91;91;91;91;94;94;94;94;94;94;96;96;96;109;109;109;109;109;110;110;110;114;114;117;117;117;117;117;117;117;118;121;131;132;132;132;135;143;143;145;145;145;145;151;151;154;154;155;156;156;156;156;157;159;160;160;165;170;170;174;174;174;174;180;184;184;185;189;189;189;190;190;190;191;197;197;197;197;197;209;221;221;221;221;221;221;221;221;221;221;222;222;223;223;255;255;255;255;255;255;255;255;286;286;286;286;287;287;305;306;306;306;306;307;308;310
2;Alajuela;214;Los Chiles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;8;8;8;8;8;8;8;8;8;8;8;9;9;33;33;36;37;37;44;46;51;55;55;55;55;81;81;81;87;92;92;92;92;106;110;110;110;111;111;111;114;133;135;135;135;135;153;153;153;153;161;161;161;161;167;173;180;180;180;180;180;181;192;194;194;195;195;198;198;201;201;204;204;204;205;205;205;205;212;212;212;212;212;220;222;222;229;229;229;237;237;250;250;250;250;251;264;267;267;271;274;275;281;286;291;292;294;294;294;302;302;308;308;315;315;315;323;323;334;334;336;336;336;336;336;346;347;354;354;354;359;359;360;373;373;373;373;386;386;388;388;391;391;392;400;400;404;404;412;412;412;424;424;424;424;434;434;434;434;442;442;443;443;443;443;443;444;457;477
2;Alajuela;206;Naranjo;0;0;0;0;0;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;6;6;6;7;7;7;7;7;7;7;7;7;7;7;9;9;9;9;9;9;9;9;11;11;12;12;12;12;12;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;23;23;23;23;23;23;23;23;24;24;26;26;26;27;36;36;40;43;62;62;62;65;66;66;66;66;66;82;87;90;90;90;91;91;95;109;110;118;119;119;119;119;120;174;174;174;174;174;174;174;175;175;175;175;175;175;175;175;177;199;199;225;231;231;231;233;234;240;248;253;253;253;254;256;260;265;269;273;284;344;365;365;365;365;365;365;365;365;365;366;366;366;366;366;366;366;366;367;367;367;367;367;367;367;367;368;368;368;368;368;368;368;368;368;369;369;369;369;369;375;375;375;375;376;376;376;377;377;377;378;378;378;378;472;472;472;472;472;472;530;608
2;Alajuela;209;Orotina;0;1;1;1;1;1;4;4;4;4;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;11;11;11;12;12;12;12;12;12;12;12;12;13;14;14;14;14;14;15;15;15;15;15;15;15;15;15;17;19;19;19;19;19;23;23;24;24;24;24;27;28;28;28;28;28;28;32;32;32;33;33;33;38;42;44;51;55;55;55;55;55;59;61;61;61;61;61;62;62;85;85;85;85;89;104;111;116;119;121;123;137;139;143;151;152;158;160;169;174;180;192;195;195;196;210;214;214;221;232;233;233;247;252;253;254;256;256;256;274;277;281;281;288;288;288;298;307;327;327;333;334;334;340;341;347;355;365;365;365;400;430;438;451;456;456;457;457;475;490;500
2;Alajuela;207;Palmares;0;0;0;0;0;1;2;6;7;8;8;7;7;7;7;8;8;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;13;13;13;13;13;22;22;31;31;31;31;31;35;37;37;39;39;46;46;46;48;48;51;51;52;52;58;58;58;58;58;58;58;60;60;60;60;60;77;77;82;83;83;83;98;98;98;98;98;98;98;98;98;111;111;110;110;110;137;137;137;137;137;137;137;137;137;137;137;144;144;144;154;156;165;176;194;194;194;195;196;197;201;207;212;221;226;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;230;230;230;230;230;230;230;230;230;230;230;231;231;231;231;231;231;231;231;231;231;231;291;291;291;291;291;291;291;291;292;292;292;292;292;292;649;650;650;650;650;650;708;725
