cod_provin;provincia;cod_canton;canton;21/04/2020;22/04/2020;23/04/2020;24/04/2020;25/04/2020;26/04/2020;27/04/2020;28/04/2020;29/04/2020;30/04/2020;01/05/2020;02/05/2020;03/05/2020;04/05/2020;05/05/2020;06/05/2020;07/05/2020;08/05/2020;09/05/2020;10/05/2020;11/05/2020;12/05/2020;13/05/2020;14/05/2020;15/05/2020;16/05/2020;17/05/2020;18/05/2020;19/05/2020;20/05/2020;21/05/2020;22/05/2020;23/05/2020;24/05/2020;25/05/2020;26/05/2020;27/05/2020;28/05/2020;29/05/2020;30/05/2020;31/05/2020;01/06/2020;02/06/2020;03/06/2020;04/06/2020;05/06/2020;06/06/2020;07/06/2020;08/06/2020;09/06/2020;10/06/2020;11/06/2020;12/06/2020;13/06/2020;14/06/2020;15/06/2020;16/06/2020;17/06/2020;18/06/2020;19/06/2020;20/06/2020;21/06/2020;22/06/2020;23/06/2020;24/06/2020;25/06/2020;26/06/2020;27/06/2020;28/06/2020;29/06/2020;30/06/2020;01/07/2020;02/07/2020;03/07/2020;04/07/2020;05/07/2020;06/07/2020;07/07/2020;08/07/2020;09/07/2020;10/07/2020;11/07/2020;12/07/2020;13/07/2020;14/07/2020;15/07/2020;16/07/2020;17/07/2020;18/07/2020;19/07/2020;20/07/2020;21/07/2020;22/07/2020;23/07/2020;24/07/2020;25/07/2020;26/07/2020;27/07/2020;28/07/2020;29/07/2020;30/07/2020;31/07/2020;01/08/2020;02/08/2020;03/08/2020;04/08/2020;05/08/2020;06/08/2020;07/08/2020;08/08/2020;09/08/2020;10/08/2020;11/08/2020;12/08/2020;13/08/2020;14/08/2020;15/08/2020;16/08/2020;17/08/2020;18/08/2020;19/08/2020;20/08/2020;21/08/2020;22/08/2020;23/08/2020;24/08/2020;25/08/2020;26/08/2020;27/08/2020;28/08/2020;29/08/2020;30/08/2020;31/08/2020;01/09/2020;02/09/2020;03/09/2020;04/09/2020;05/09/2020;06/09/2020;07/09/2020;08/09/2020;09/09/2020;10/09/2020;11/09/2020;12/09/2020;13/09/2020;14/09/2020;15/09/2020;16/09/2020;17/09/2020;18/09/2020;19/09/2020;20/09/2020;21/09/2020;22/09/2020;23/09/2020;24/09/2020;25/09/2020;26/09/2020;27/09/2020;28/09/2020;29/09/2020;30/09/2020;01/10/2020;02/10/2020;03/10/2020;04/10/2020;05/10/2020;06/10/2020;07/10/2020;08/10/2020;09/10/2020;10/10/2020;11/10/2020;12/10/2020;13/10/2020;14/10/2020;15/10/2020;16/10/2020;17/10/2020;18/10/2020;19/10/2020;20/10/2020;21/10/2020;22/10/2020;23/10/2020;24/10/2020;25/10/2020;26/10/2020;27/10/2020;28/10/2020;29/10/2020;30/10/2020;31/10/2020;01/11/2020;02/11/2020;03/11/2020;04/11/2020;05/11/2020;06/11/2020;07/11/2020;08/11/2020;09/11/2020;10/11/2020;11/11/2020;12/11/2020;13/11/2020;14/11/2020;15/11/2020;16/11/2020;17/11/2020;18/11/2020;19/11/2020;20/11/2020;21/11/2020;22/11/2020;23/11/2020;24/11/2020;25/11/2020;26/11/2020;27/11/2020;28/11/2020;29/11/2020;30/11/2020;01/12/2020;02/12/2020;03/12/2020;04/12/2020
1;San José;107;Mora;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;4;4;4;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;12;12;12;12;12;12;12;12
1;San José;114;Moravia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;10;10;10;11;11;11;11;11;11;11;11;11;11;11;11;11;12;12;12;13;13;13;13;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;15;16;16;16;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;18;18;18;18;18
1;San José;119;Pérez Zeledón;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;8;8;9;9;9;9;9;9;9;9;10;12;13;15;15;17;19
1;San José;104;Puriscal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;3;3;3;3;3;3;3;3;3;4;4;4;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9
1;San José;101;San José;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;4;5;5;6;6;6;7;8;8;11;13;13;13;14;17;18;19;20;24;26;29;29;31;34;34;35;36;37;39;42;42;46;47;52;56;58;62;63;65;69;71;74;76;77;83;87;89;91;95;100;100;103;106;109;111;114;117;119;120;123;125;126;129;131;135;138;140;142;145;146;146;149;152;158;164;168;172;176;180;181;186;188;190;192;194;195;200;204;206;208;209;210;213;215;219;222;222;223;225;227;228;228;232;233;236;236;239;239;239;242;243;244;246;247;248;250;252;253;255;257;257;259;259;260;262;264;265;267;268;271;272;272;272;273;275;276;277;278;280;283;284;285;287;287;288;291;291;291;292;293;293;295;296
1;San José;109;Santa Ana;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;3;3;3;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;8;8;8;9;10;10;10;10;10;10;11;11;11;11;11;12;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;14;14;14;14;15;15;15;15;17;17;17;17;17;17;17;17;17;17;19;19;20;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;22;22;22;22;23;23;24;25;25;25;25;25;25;25;25;25
1;San José;105;Tarrazú;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
1;San José;113;Tibás;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;3;4;4;4;5;5;5;5;5;5;5;5;7;8;8;9;12;12;12;14;15;16;16;16;16;17;17;17;17;17;17;17;18;18;18;18;19;19;19;19;20;20;22;23;23;23;23;24;25;25;26;27;28;28;27;27;28;28;29;30;31;31;32;33;35;36;37;37;37;39;39;39;39;39;39;39;39;39;39;40;41;41;41;42;42;42;43;43;43;43;43;44;46;50;50;50;50;50;50;50;50;50;50;51;52;52;52;52;52;52;52;53;53;53;53;53;53;54;54;54;55;56;56;56;56;57;59;59;59;59;59;59
1;San José;116;Turrubares;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;San José;111;Vázquez de Coronado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;2;2;2;4;4;4;4;4;5;5;5;5;5;6;6;6;6;6;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8;9;10;11;11;11;11;11;11;11;11;12;13;13;13;14;14;14;14;14;14;14;14;14;14;14;15;15;15;15;15;15;15;15;15;15;15;16;16;16;17;17;19;19;20;20;20;20;21;21;21;21;21;21;23;26;26;26;26;26;26;26;26;26;26;27;27;27;28;28;28;28;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29
2;Alajuela;201;Alajuela;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;6;6;6;8;11;11;13;13;14;14;14;14;14;15;15;16;17;17;17;20;21;21;21;22;22;22;22;22;22;22;22;26;27;27;27;27;27;27;27;29;29;29;29;30;32;33;34;35;37;37;37;38;39;39;39;41;42;44;47;47;48;48;50;53;55;56;56;58;59;60;65;71;73;75;78;79;80;80;81;81;82;82;83;83;84;86;87;90;91;92;93;96;96;97;97;97;98;100;101;102;102;105;108;111;111;112;113;113;114;115;116;118;118;118;119;121;122;122;123;123;125;126;127;130;131;131;133;136;136;136;136;137;138
2;Alajuela;205;Atenas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
